PC1,PC2,dx_id,cluster,Cluster Option
-4.1719606010444945,1.8584276835397857,999BVPG,2,10 clusters
-2.94838669598669,0.7866536342333057,999BVPH,9,10 clusters
-4.506602969382769,2.9423716563130347,999BVPI,2,10 clusters
-2.2762212473651338,2.428361615566682,999BVPJ,9,10 clusters
-3.999912308553365,3.8247900306189284,999BVPK,2,10 clusters
-7.295742297261545,6.665083651787594,999BVPL,2,10 clusters
-3.4493331528886246,6.781465988573748,999BVPM,2,10 clusters
-2.6702940974749256,0.9376823295424745,999BVPN,9,10 clusters
-3.1124417230394714,2.4231430970966676,999BVPO,2,10 clusters
-5.106271800257745,5.703254760035754,999BVPR,2,10 clusters
-5.530913641551658,6.788908369526725,999BVPS,2,10 clusters
-5.776128245832866,7.055478046461167,999BVPT,2,10 clusters
-4.924646750792394,6.794195514209187,999BVPW,2,10 clusters
-3.6580684608838023,3.511099920732012,999BVPZ,2,10 clusters
-3.0917669427939103,1.1720320837414082,999BVQ0,9,10 clusters
-6.299677191856285,4.51026108103402,999BVQ2,2,10 clusters
-4.449543274905209,5.0796263868231595,999BVQ3,2,10 clusters
0.11281453564163905,-2.9697115664063287,999BYQU,5,10 clusters
-1.8091093682011246,1.1291285015033152,999BYQV,9,10 clusters
-0.6175855540059739,0.39576159119951043,999C1EY,9,10 clusters
-4.4378070234385945,-1.6796493494811529,999C1FI,9,10 clusters
-3.1907051486938847,-1.7533822058826947,999C1GP,9,10 clusters
-2.0469899559121676,-1.4072236592788279,999C4VK,9,10 clusters
4.603781056066143,-1.6122193256261668,999C5N3,6,10 clusters
-3.1069571069228803,-6.137036810665231,999C6X6,4,10 clusters
-4.810931365803024,-3.9091407361041344,999C6X8,4,10 clusters
-2.052777323152768,-1.017765820370222,999C6X9,9,10 clusters
-1.357335520023616,-5.096096345606582,999C6XF,4,10 clusters
2.03735174497839,-0.64928900359137,999C6XL,1,10 clusters
1.7940163408141363,-2.0301162629826206,999C6XM,1,10 clusters
-0.9077003615801776,-0.505569143105585,999C6XP,9,10 clusters
1.0662361072515707,-3.284182773127771,999C6XQ,1,10 clusters
1.506507646714261,-0.056662864226512115,999C6XR,1,10 clusters
-1.0051480894530955,-2.978106996235778,999C6XT,5,10 clusters
-2.696106840063241,-2.308063472452483,999CNKU,9,10 clusters
0.9926157305692835,-1.5059918946281097,999CNKY,6,10 clusters
-2.967246408888508,-4.690056084261404,999CNL2,4,10 clusters
-3.031899523223874,1.6816705947907058,999CNLJ,9,10 clusters
-0.006882752949304058,-2.452161497537912,999CNLK,5,10 clusters
-3.306420635539004,2.565305392542454,999CNLO,2,10 clusters
3.496388074264013,-0.06586564767690964,999CNLY,5,10 clusters
-0.8852261444293513,-4.015638607061854,999CNLZ,4,10 clusters
-3.5004168985727238,-0.5092047703178161,999CNUC,5,10 clusters
-1.694458561132202,-4.344757977738598,999CO3G,5,10 clusters
-0.4639098486135758,-1.133109875931281,999CO3J,5,10 clusters
-2.6814218773558545,1.1429527548308638,999CO3L,9,10 clusters
3.5599220532758182,-1.2312671974917844,999COW2,6,10 clusters
-1.6702230668425924,-0.33313109806344954,999COW5,9,10 clusters
-2.525786705217369,-1.2610740458908924,999COWT,9,10 clusters
-1.9325450593208549,0.5274607813522251,999COWX,9,10 clusters
-4.120500470043273,2.969559682121774,999COX0,9,10 clusters
-1.451329156336448,1.4540525006436111,999COX5,9,10 clusters
-3.587364880997332,-3.991740474190172,999COX8,9,10 clusters
-3.304481117155381,-0.8538438849440293,999COXD,9,10 clusters
-2.11980669377405,-4.609470501358155,999COXE,4,10 clusters
-2.0007812945731125,-0.4837199207086875,999COXF,9,10 clusters
-2.831877480226805,-1.3197527949398946,999COXN,9,10 clusters
-5.226382859419628,1.3514018126381822,999COXO,9,10 clusters
0.7576871499054315,-1.4430549916994317,999COXU,1,10 clusters
-3.1659270621956614,-1.3949283044029053,999COY1,9,10 clusters
0.895441255053854,1.3342079807326295,999COY5,7,10 clusters
-2.696351105933117,-0.21595030354123912,999COY8,9,10 clusters
-2.380145212259772,-0.9659325122679185,999COYC,9,10 clusters
-0.7443382074757386,0.10373190680281244,999COYG,1,10 clusters
0.18483943968819191,1.8322328601115678,999COYH,9,10 clusters
-3.3195177908680162,1.905665470088836,999COYJ,9,10 clusters
-0.626506627550745,-2.545547124356082,999CP45,1,10 clusters
0.6916739048577749,-0.5909298580330758,999CPOM,5,10 clusters
-4.633891282914703,0.19267738023149777,999CTGE,10,10 clusters
-1.4438274541264846,-2.21696018958949,999CWSG,5,10 clusters
-3.8277757200374793,-5.722755488565687,999CWSI,4,10 clusters
-4.907465812672992,-7.184542265604808,999CWSJ,4,10 clusters
-1.157857817728353,-1.7577569127610677,999CWSK,9,10 clusters
-3.3966346068663347,-5.034960515291964,999CWSM,4,10 clusters
1.305335466253002,-0.3232579280504058,999CWVP,9,10 clusters
-1.2999038432661048,0.2766888581302335,999CWVQ,9,10 clusters
-2.6730225459620804,0.8289859347347129,999CWVZ,9,10 clusters
-6.4132607344283645,4.082252235165287,999CWW0,2,10 clusters
-2.521505972373009,-1.3185721806316433,999CWYF,5,10 clusters
-8.713584126887223,2.5888909709744974,999CX8Y,2,10 clusters
-5.5565784457061325,-2.377774414032912,999CX99,9,10 clusters
-2.1843667603659784,-1.7109431466722587,999CX9L,5,10 clusters
-3.199673358197735,-4.715729939636114,999CX9V,4,10 clusters
-2.7852570127440535,-5.948628687479108,999CX9W,4,10 clusters
-1.8547496634793383,-2.3154278744054513,999CXA8,9,10 clusters
-1.544002549405634,-2.6054745257148606,999CXA9,9,10 clusters
-4.721283608104197,0.7320536231011185,999CXAK,9,10 clusters
-4.459379239980058,-1.1770751935967878,999CXAL,9,10 clusters
-1.8205654230388442,0.7519945128997366,999CYIQ,10,10 clusters
-4.926693405641083,1.190633480990443,999CYIU,10,10 clusters
1.4569296760066726,2.902454735162272,999CYIY,7,10 clusters
-4.429434977343392,-2.6295359893265524,999CYIZ,10,10 clusters
-0.9322914413124195,2.724428390778826,999CYJ0,10,10 clusters
-0.9737533714665446,2.4046808515344473,999CYJ7,10,10 clusters
-5.627195124549589,2.534300502380098,999CYJT,10,10 clusters
-0.5408459843526779,1.4808183852063215,999D0LS,9,10 clusters
-0.9658505676154696,0.35590002418197725,999D0LW,9,10 clusters
-1.9272688716508755,4.624259183156441,999D0MM,7,10 clusters
-5.635394798051569,7.4752830733582325,999D1U8,2,10 clusters
1.4607841070803376,0.0221096440645995,999D1VR,5,10 clusters
-4.43656020153695,3.5380320621018018,999D1VY,2,10 clusters
-0.5461783923499749,4.021486376977295,999D1W2,7,10 clusters
-5.056739167586637,0.07291222486674977,999D1W4,2,10 clusters
-3.2829997048596633,-3.43060473020439,999D1WA,4,10 clusters
2.3374354013460534,-4.207077628103849,999D1WD,1,10 clusters
-1.4819338509020652,-1.3349367143281339,999D1WI,5,10 clusters
-3.601139928326736,-1.4737520846765249,999D1WM,9,10 clusters
0.24324588410532086,0.018015746490301722,999D1WN,7,10 clusters
-3.5782145611334113,-1.4196357890947304,999D1WO,5,10 clusters
-3.1399977939717547,-0.6930842623532403,999D1WQ,9,10 clusters
2.484260240021843,-0.03997427484518792,999D1WR,6,10 clusters
-3.1109306011491435,-2.897997229811771,999D1WV,4,10 clusters
-2.509649577507563,0.02543323373247554,999D3LX,9,10 clusters
-3.6914188794840106,2.6876965197410154,999D3LY,2,10 clusters
-2.2757365150366136,9.041898746137539,999D3LZ,2,10 clusters
3.788542075518127,4.801674680185,999D3M0,7,10 clusters
-4.853173727798746,1.2860749634671929,999D3U4,2,10 clusters
-0.014092960174693586,-3.438736479856607,999D3U8,5,10 clusters
-1.511212655799463,-4.228699919068701,999D3UE,9,10 clusters
-4.497473782587874,-3.544343412638254,999D3UH,9,10 clusters
-2.664920303214742,-1.5276550904721697,999D3UN,9,10 clusters
-3.8223353585760993,-0.8826903119546263,999D3UO,9,10 clusters
1.0783818160695047,2.5087905292678876,999D3UP,9,10 clusters
-3.2612058975755103,1.0696630932710631,999D3UQ,9,10 clusters
-3.835676307723638,-0.012358469139054001,999D3UR,9,10 clusters
4.793299799011241,6.511557864105941,999D3UY,7,10 clusters
-0.751435134823341,-5.526768406182907,999D3V1,4,10 clusters
3.406498166732686,2.8186915265634465,999D3VG,6,10 clusters
-1.7689976747240646,6.960208073240525,999D4T8,2,10 clusters
-0.04595379438885727,2.974567073077654,999D4T9,7,10 clusters
-4.997898023299301,2.2024624585140775,999D4TA,2,10 clusters
-1.0854634746714462,3.7471488479855535,999D4TB,2,10 clusters
-2.4105442106885278,1.1538085199523065,999D4TC,9,10 clusters
-3.8390223933059033,2.002507548031707,999D4TD,2,10 clusters
-3.5565605400209956,6.591419615552328,999D4TE,2,10 clusters
-2.6677202824936845,5.770025020504397,999D4TF,2,10 clusters
0.3622991198566034,2.4823244449026722,999D4TK,7,10 clusters
-1.2660822407113157,1.4111503816668916,999D4TL,9,10 clusters
0.9430757192469422,-1.00608133634141,999D4TM,5,10 clusters
-0.5787127096128916,-0.7375951401854038,999D4TO,5,10 clusters
-2.272471396353972,0.32805114902210647,999D4TP,5,10 clusters
-0.7247174506317335,4.9039424812732815,999D4TQ,7,10 clusters
-2.270152563736673,6.340539502034573,999D4TR,2,10 clusters
-7.177845531659593,1.7300046487959335,999D636,2,10 clusters
2.903994851974641,5.872029602408806,999D73N,7,10 clusters
2.059248767356165,6.847116190624254,999D73R,7,10 clusters
0.9034756235800967,-0.314744952924133,999D9T3,5,10 clusters
-4.744406152661704,5.539778585031988,999DD1D,2,10 clusters
-5.530758282891249,2.9251574028337775,999DD1I,2,10 clusters
0.5631676472715216,-2.239512599443882,999DF4I,5,10 clusters
0.19309148240369403,4.105829228197533,999DF4M,7,10 clusters
-1.6652979725467267,1.8026840068768641,999DF6X,7,10 clusters
-2.916993261811316,0.5956740589416865,999DFFT,9,10 clusters
1.0505393204046893,4.066361406279391,999DFMT,7,10 clusters
0.6778374687806056,4.8876174300771495,999DFQU,7,10 clusters
1.225936092709245,7.105075580531395,999DFU5,7,10 clusters
-0.9670832174912739,1.227032046166495,999DFXJ,9,10 clusters
-4.209137692747414,-0.2966270239982811,999DFZB,9,10 clusters
-0.6711474240793781,-1.1213130342692574,999DFZD,1,10 clusters
1.8650339129176452,1.0267638392181992,999DG2O,1,10 clusters
-1.6220890183969192,-0.5949778701953633,999DG57,5,10 clusters
-3.6411167693193485,1.6976813109061397,999DG6Y,9,10 clusters
-2.4037771814078575,-1.1303670550863605,999DGEB,9,10 clusters
-2.6143944721258014,-3.819992912165627,999DGN7,4,10 clusters
-2.369029925740542,1.7786641777936596,999DGOC,7,10 clusters
-3.7009454737857395,-2.9888911217698038,999DGU0,4,10 clusters
-0.031141948881182206,0.02514435362191003,999DGU1,1,10 clusters
-4.465362430433521,3.436678116071473,999DH3O,2,10 clusters
-4.089596757047827,-0.09826578592372028,999DHD8,9,10 clusters
2.4706134120841776,-1.9192439779142019,999DHEU,6,10 clusters
-6.105701475833121,-6.155369063928504,999DI5E,4,10 clusters
0.503064505978391,0.7626689386564824,999DI5T,1,10 clusters
-1.154927305436629,0.7923089505966731,999DIHE,7,10 clusters
-0.8738487930204257,3.967209023015044,999DIJ3,7,10 clusters
1.2261043005709293,5.410813804536147,999DIMM,7,10 clusters
1.9008457195945012,0.04145418990494362,999DIQB,1,10 clusters
0.36606804317677266,0.2598835342400083,999DJ05,1,10 clusters
0.043041280866480715,7.440358321463211,999DJ1H,7,10 clusters
0.43615370702033013,3.638743537647891,999DJ29,7,10 clusters
0.7765795465152527,1.442892906044269,999DJ38,7,10 clusters
0.37115335668337374,-3.0429408382012975,999DJ53,1,10 clusters
-2.2282051959279974,5.21170189401842,999DJHI,7,10 clusters
2.238650102906938,-0.6445747378285653,999DJKM,1,10 clusters
-4.094684479695675,-2.9891102814712953,999DJR4,9,10 clusters
-1.7608277372379193,1.0614183410253335,999DJT1,9,10 clusters
-1.5244168587415703,1.114516491679218,999DK47,7,10 clusters
-2.8805614879656236,2.5772429357954323,999DKDS,7,10 clusters
-0.5076354576378845,8.910486994858712,999DKE2,7,10 clusters
-1.7937186445450766,-1.6575793157522443,999DKJ9,9,10 clusters
-2.991165908696721,5.282685392483409,999DKT7,2,10 clusters
-1.5875817228136795,1.5247660354259724,999DKUW,7,10 clusters
-4.478573829011499,6.330402674811273,999DKVD,2,10 clusters
-2.7715862152941177,0.40045463215331223,999DKXQ,9,10 clusters
-3.2300321082825696,1.7933990581937413,999DKYM,10,10 clusters
-0.7016989914281656,2.4874420170153284,999DKZI,7,10 clusters
1.6255282235298825,-0.6337075239663286,999DL1P,1,10 clusters
-7.910868451144575,-0.4579249537238702,999DL6N,9,10 clusters
-1.382745156111972,1.4788550881623117,999DLAA,9,10 clusters
2.3697091924017477,-1.3600971646760325,999DLBN,1,10 clusters
-0.1587569091482192,0.5154481300470922,999DLJN,1,10 clusters
0.036726646970759134,4.542899542827199,999DLOZ,7,10 clusters
-7.6518949944868915,4.3582489374729,999DLWD,2,10 clusters
7.181133604971062,2.1106025009404212,999DM1O,3,10 clusters
0.46001177151238304,2.309327792054141,999DM5W,7,10 clusters
-1.8713389523928898,6.81681693508797,999DMH2,2,10 clusters
1.0064011000181845,-1.4147944742961602,999DMM5,5,10 clusters
6.520893659012989,1.6717739256069821,999DMX0,3,10 clusters
3.6197306131976563,1.0641568339480765,999DNJV,6,10 clusters
0.5952875574671539,0.22362530084590995,999DOWM,1,10 clusters
-0.9421717714552456,5.159554786468312,999DPRO,7,10 clusters
-0.5953522504240036,0.09299628682579011,999DQE8,1,10 clusters
8.846643048030021,-0.9653897436552061,999DRWB,3,10 clusters
-0.0675776972657292,1.3151288471057028,999DTCA,1,10 clusters
7.36133173127599,-0.24246369642340146,999DV2J,3,10 clusters
7.752238144019561,-4.386745625591437,999DXEF,3,10 clusters
9.481925280211742,-0.5352310584188257,999E0KR,3,10 clusters
10.681360085754315,4.002453787104603,999E1CD,3,10 clusters
3.0858976389846697,-3.7226425045841425,999E2TJ,1,10 clusters
6.805659888593466,-5.205432304307767,999E39W,3,10 clusters
3.760010925949329,-0.9085886418651317,999E3VU,6,10 clusters
1.0558679198327392,-1.7293646269248966,999E4OV,5,10 clusters
8.463786023702754,-1.4543380060404019,999E6G8,3,10 clusters
8.041208664952258,-2.6726775342785776,999E6GD,3,10 clusters
7.078594810487048,-3.2036943124217383,999E86S,3,10 clusters
11.318166343081474,-0.28739034527157287,999E8E4,3,10 clusters
0.0974973084194079,2.3665974302179693,999E8TY,6,10 clusters
7.093469537936065,-4.187140725421249,999EAIF,3,10 clusters
-6.1576353851631005,7.039351991068399,999EB7E,2,10 clusters
5.350798913436766,-0.0692985836047465,999EEWH,3,10 clusters
7.345231920979596,-2.3844545466316394,999EL1G,3,10 clusters
5.137715971624045,-6.235555072872732,999EM24,1,10 clusters
9.122211120128721,1.7362362681655732,999EP94,3,10 clusters
-4.644133855630657,3.431325766277752,999EPAR,2,10 clusters
6.907781738199384,-5.397247810696845,999EQRD,3,10 clusters
2.5208356316544522,1.383686631218973,999ERDS,6,10 clusters
6.790030492102178,0.2584595783833727,999EUD0,3,10 clusters
3.130994810092194,-5.455106183851441,999EV75,1,10 clusters
1.6211716652140622,-8.002392127105704,999EVBA,4,10 clusters
-1.2791271366106938,-0.7181935703290034,999F01Y,1,10 clusters
10.837828805110721,0.2091700171968411,999F2CM,3,10 clusters
-1.7015973938275064,1.3129417046615997,999F62Y,7,10 clusters
8.733070344795767,-2.038572022801882,999F7X4,3,10 clusters
1.5146015821849246,-0.48202580006364354,999F9PS,1,10 clusters
7.086644503405932,-2.7760872124911598,999FB8D,3,10 clusters
2.175582237293005,2.008511801066984,999FBTU,6,10 clusters
11.075164185716012,-0.9622417235602914,999FC5Y,3,10 clusters
4.156887265369171,-2.690629317087699,999FCRI,6,10 clusters
-2.3603942108804077,1.99380679387152,999FD2S,9,10 clusters
3.012620847311397,-1.3177065635141454,999FF94,1,10 clusters
8.520007983034615,-2.803141893586384,999FFNI,3,10 clusters
5.05156643044011,-4.801661603815348,999FG96,3,10 clusters
10.741053945735263,0.13592301937227305,999FGNO,3,10 clusters
-3.600150129399147,1.2273597412512511,999FIHW,10,10 clusters
-5.660481199700193,-9.101277244941544,999FK3M,4,10 clusters
5.553838217714888,-5.291109580832109,999FLMW,3,10 clusters
1.0314009187794415,-2.5625651450520763,999FN61,1,10 clusters
7.64164909767476,-0.6637576923700845,999FO45,3,10 clusters
-0.19999700003185894,3.9282193266450776,999FQUV,7,10 clusters
12.444619513366396,0.9996474338594641,999FQVZ,3,10 clusters
-4.491496531800316,3.7712702428274665,999FR3N,2,10 clusters
-0.48318460918089007,-1.993842462687785,999FVUB,9,10 clusters
-3.2518687341853845,1.9488222417749925,999FVVJ,2,10 clusters
2.6090104384125854,-1.9751546613407776,999FXQ2,6,10 clusters
3.699473898364068,-0.949641409928269,999FZNK,6,10 clusters
7.310372930443687,1.4935820896469916,999FZRU,3,10 clusters
0.9955747030791148,-1.5688112380915922,999FZZW,5,10 clusters
5.0019452435457685,-1.796902593379259,999G1KW,6,10 clusters
1.2351262816978956,-2.4482074984729576,999G3VQ,5,10 clusters
3.3818179832886606,0.12093935721989514,999G406,5,10 clusters
3.7061701804703633,-3.134688043747918,999G88I,6,10 clusters
4.535693302694498,-1.9719465371912088,999G8VI,6,10 clusters
0.9618094657097727,-0.7635263771554247,999GC9Z,1,10 clusters
0.6284586439638647,1.5141705622729031,999GD7U,9,10 clusters
-2.2070460502525187,0.6984859654526593,999GF8K,9,10 clusters
1.7970893737522966,-3.5808569534361765,999GJ0O,5,10 clusters
-3.012093761114867,2.4377599967202173,999GKV2,10,10 clusters
-0.09544930598108328,-2.8874673891249882,999GXQT,4,10 clusters
-1.5272393498578374,4.078658636575927,999H0L4,7,10 clusters
-2.205072774155972,4.904340717551462,999H5R1,7,10 clusters
-2.678527659451833,2.5066369126363925,999H5R9,7,10 clusters
0.46986187250725997,-0.6748889842077,999HHQJ,9,10 clusters
5.351631743098422,2.5175728090295295,999HJ1W,6,10 clusters
5.109499138803674,0.23145280288047643,999HMJ6,6,10 clusters
6.971786451983801,-1.1888721993590485,999HMRB,3,10 clusters
3.7840081598044333,-1.9450973755492702,999HO9U,6,10 clusters
0.8218841508105681,1.0265350114161704,999HW3T,5,10 clusters
4.936688529310552,-3.6675613464912558,999I7KQ,6,10 clusters
4.244421258396196,-2.513332897200775,999I7LF,6,10 clusters
3.572886824636235,-3.536035721672424,999I7LI,5,10 clusters
-1.467089465511755,-8.745487791200592,999I7LQ,4,10 clusters
2.1708331528191236,-2.415194257014718,999I7PQ,5,10 clusters
-2.4364578094096987,-3.972026231484045,999I7ZX,5,10 clusters
5.679272031657476,-1.3938569026039127,999J1QC,3,10 clusters
8.416215773514669,0.7993689874150698,999J2LR,3,10 clusters
-3.3865311603376163,-4.2844478270550015,999J8AG,4,10 clusters
-3.896963471123639,-5.3320197899171085,999K52U,4,10 clusters
0.8646437282482895,1.9963599059609958,999KHC3,7,10 clusters
-1.5439623753621503,1.3077755688238732,999KHG1,7,10 clusters
0.5208185738368892,-0.8723845934510668,999KOYZ,1,10 clusters
-1.3980396642991875,-4.058535616337084,999L006,4,10 clusters
-2.9127066739500145,-0.9215359321433516,999L1YJ,5,10 clusters
1.8488394769876857,4.106119342031923,999L32B,7,10 clusters
7.293164283923467,0.2256455987922191,999L35I,3,10 clusters
0.8952766990879286,3.4928314059890173,999LAZY,7,10 clusters
-0.9683047753688947,-7.768870188816532,999LBJ3,4,10 clusters
3.7469959985398096,0.2778194936825285,999LBMX,6,10 clusters
4.612070437583616,-2.051641242058669,999LBN1,3,10 clusters
5.355252424140171,-1.4546442141932263,999LENK,3,10 clusters
3.5742017858727055,-5.368303083528014,999LGS7,4,10 clusters
0.39000497104982923,-4.877637637516139,999LHYU,4,10 clusters
1.7847855233080152,0.9660815504649295,999LO53,6,10 clusters
-2.154915543488818,0.30906751058156356,999LYGP,9,10 clusters
-3.880434884902889,4.8862859157114045,999LZDM,10,10 clusters
2.7426013469087573,-2.5059758341728764,999M50D,6,10 clusters
